SEQ_AUTO_INFRACAO;QUANTIDADE;UNIDADE;TIPO;GRUPO;NOME_POPULAR;NOME_CIENTIFICO;CITES;DESCRICAO;CARACTERISTICA;SITUACAO;ULTIMA_ATUALIZACAO_RELATORIO
1915280;1;M³;Fauna;Ave;Papagaio-do-mangue;Amazona amazonica;S;;Vivo;;08/11/2022 19:00
1915280;1;Unidade;Fauna;Ave;Periquito-rei;Aratinga aurea;S;;Vivo;;08/11/2022 19:00
1800172;1;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1792929;1;Unidade;Fauna;Ave;Melro;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1792929;1;Unidade;Fauna;Ave;Jacaré-do-papo-amarelo;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1792736;1;Unidade;Fauna;Ave;Colibri-do-rabo-espinhoso;Pionus maximiliani;N;;Vivo;;08/11/2022 19:00
1742330;2;;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1742330;1;;Fauna;Ave;Scribbled-pleco;Sporophyla spp.;N;;Vivo;;08/11/2022 19:00
1801929;1;Unidade;Fauna;;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1837645;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1837645;1;Unidade;Fauna;Ave;Sabiá-barranco;Turdus leucomelas;N;;Vivo;;08/11/2022 19:00
1837645;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1837645;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1837645;2;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1837645;1;Unidade;Fauna;Ave;Galinho-da-serra;Coryphospingus pileatus;N;;Vivo;;08/11/2022 19:00
1852895;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1810794;2;Unidade;Fauna;Anfíbio;Cachorro-doméstico;Canis familiaris;N;;Morto;;08/11/2022 19:00
1823979;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1837444;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1837444;1;Unidade;Fauna;Ave;Periquitão-maracanã;Aratinga leucophthalmus;N;;Vivo;;08/11/2022 19:00
1837444;3;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1852723;1;Unidade;Fauna;Ave;Sabiá-poca;Turdus amaurochalinus;N;;Vivo;;08/11/2022 19:00
1803345;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1803345;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1803345;1;Unidade;Fauna;Ave;Gola;Sporophila americana;N;;Vivo;;08/11/2022 19:00
1803345;1;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1803345;1;Unidade;Fauna;Ave;Sabiá-da-mata;Colubrina glandulosa;N;;Vivo;;08/11/2022 19:00
1871602;3;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1871602;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1871602;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1871602;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1871602;3;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1847116;4;kg (1.000 L);Pesca;Caranguejo;Caranguejeiro;Buteogallus aequinoctialis;N;;Vivo;;08/11/2022 19:00
1962347;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1993704;73;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1751703;9;;Fauna;Ave;Marreca-irerê;Dendrocygna viduata;N;;Vivo;;08/11/2022 19:00
1839623;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1839623;2;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1742265;1;Unidade;Fauna;Ave;Jandaia;Aratinga solstitialis;S;;Vivo;;08/11/2022 19:00
1884326;2;Unidade;Fauna;;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1884326;2;Unidade;Fauna;;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1853913;3;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1853913;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1853913;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1853913;2;Unidade;Fauna;Ave;Sofrê;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1853913;3;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1853913;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1854257;14.63;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.72;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.12;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.24;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.15;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;1.3;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.18;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1854257;.12;m³;Flora;Madeira Serrada;Louro-vermelho;;N;;Morta;;08/11/2022 19:00
1784878;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1784878;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1784878;1;Unidade;Fauna;Ave;Tiziu;Volatinia jacarina;N;;Vivo;;08/11/2022 19:00
1784878;3;Unidade;Fauna;Ave;Gola;Sporophila americana;N;;Vivo;;08/11/2022 19:00
1802808;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1837694;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1837694;1;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1837694;1;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1782792;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1782792;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1959245;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1854168;1;Unidade;Fauna;;Azulão-da-amazônia;Passerina cyanoides;S;;Vivo;;08/11/2022 19:00
1854168;1;Unidade;Fauna;;Curió;Oryzoborus angolensis;S;;Vivo;;08/11/2022 19:00
1854168;3;Unidade;Fauna;;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1840411;;kg (1.000 L);Pesca;Pescado;Seabob;Xiphopenaeus kroyeri;N;;Morto;;08/11/2022 19:00
1854844;144;Unidade;Fauna;Ave;;;N;;Vivo;;08/11/2022 19:00
1820916;17;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1752239;1;;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1752240;136;Unidade;Fauna;Anfíbio;Tracajá;;S;Partes;Morto;"Onde consta ""parte"" corresponde a Ovos de tracajá e foi informado dessa forma em razão do sistema não disponibilzar informação mais adequada ao caso.";08/11/2022 19:00
1752240;9;;Fauna;Anfíbio;Coral;Podocnemis sextuberculata;S;;Vivo;;08/11/2022 19:00
1752240;1;;Fauna;Anfíbio;Coral;Podocnemis expansa;S;;Vivo;;08/11/2022 19:00
1813436;5;m³;Flora;Madeira Serrada;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1813436;5;m³;Flora;Madeira Serrada;Maçaranduba;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1798957;2;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1798957;1;Unidade;Fauna;Ave;Pimentão;Pitylus fuliginosus;N;;Vivo;;08/11/2022 19:00
1798957;1;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1798957;2;Unidade;Fauna;;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1798957;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1798957;1;Unidade;Fauna;Ave;Pintassilgo;Carduelis magellanicus;N;;Vivo;;08/11/2022 19:00
1798957;1;Unidade;Fauna;Ave;Sabiá-poca;Turdus amaurochalinus;N;;Vivo;;08/11/2022 19:00
1798957;2;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1849952;9;Unidade;Fauna;Ave;coleiro-de-gola;Sporophila caerulescens hellmayri;N;;Vivo;;08/11/2022 19:00
1917343;10.57;m³;Flora;Tora;Garapeira;Apuleia  spp.;N;;Morta;;08/11/2022 19:00
1917343;3.53;m³;Flora;Tora;Jatobazinho;Hymenaea courbaril stilbocarpa;N;;Morta;;08/11/2022 19:00
1917283;2.88;m³;Flora;Tora;Cumaru;Dipteryx  spp.;N;;Morta;;08/11/2022 19:00
1917283;.71;m³;Flora;Tora;Roxinho;Peltogyne  spp.;N;;Morta;;08/11/2022 19:00
1917283;8.25;m³;Flora;Tora;Garapeira;Apuleia  spp.;N;;Morta;;08/11/2022 19:00
1784952;1;kg (1.000 L);Pesca;Caranguejo;Caranguejeiro;Buteogallus aequinoctialis;N;;Morto;;08/11/2022 19:00
1791405;;;Fauna;Invertebrado;;;;;Vivo;;08/11/2022 19:00
1865690;4;Unidade;Fauna;Anfíbio;Coatis;Nasua nasua;N;;Morto;;08/11/2022 19:00
1782794;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1782794;5;Unidade;Fauna;Ave;Garibaldi;Agelaius ruficapillus;N;;Vivo;;08/11/2022 19:00
1782794;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1782794;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1861241;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Caboclinho;Sporophila bouvreuil;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1812164;3;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1812164;1;Unidade;Fauna;Ave;Graúna;Gnorimopsar chopi;N;;Vivo;;08/11/2022 19:00
1842199;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1794920;1;Unidade;Fauna;Ave;Jacaré-do-papo-amarelo;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1794921;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1794922;1;Unidade;Fauna;Ave;African-burrowing-python;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1794922;1;Unidade;Fauna;Ave;Jacaré-do-papo-amarelo;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1810306;40927;kg (1.000 L);Pesca;Pescado;Pirarucu;Arapaima gigas;S;;Morto;;08/11/2022 19:00
1812881;70;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1853173;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1869803;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1869803;1;Unidade;Fauna;Ave;Periquito-rei;Aratinga aurea;N;;Vivo;;08/11/2022 19:00
1782623;12;St.;Flora;Lenha;;;N;;Morta;;08/11/2022 19:00
1808922;3;M³;Flora;Tora;Caroba-do-mato;Jacaranda copaia;N;;Morta;;08/11/2022 19:00
1808922;5;m³;Flora;Tora;Cajueiro-do-mato;Anacardium giganteum;N;;Morta;;08/11/2022 19:00
1808922;25;m³;Flora;Tora;Morcegueira;Trattinnickia burseraefolia;N;;Morta;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Bico-de-chumbo;;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Bigodinho;;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Abre-asa-de-cabeça-cinza;;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Bico-de-lança;;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Sabiá-laranjeira;;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Avoante;;N;;Vivo;;08/11/2022 19:00
1837453;5;Unidade;Fauna;Ave;Galo-da-campina;;N;;Vivo;;08/11/2022 19:00
1837453;4;Unidade;Fauna;Ave;Rolinha-cinzenta;;N;;Vivo;;08/11/2022 19:00
1837453;3;Unidade;Fauna;Ave;Rolinha-branca;Columbina picui;N;;Vivo;;08/11/2022 19:00
1837453;1;Unidade;Fauna;Ave;Juriti;;N;;Vivo;;08/11/2022 19:00
1825275;7013;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1846825;52.48;m³;Flora;;Maçaranduba-de-leite;Manilkara huberi;N;;Morta;;08/11/2022 19:00
1809118;24;Unidade;Pesca;;Langosta-del-caribe;Panulirus argus;N;;Morto;;08/11/2022 19:00
1860981;360;kg (1.000 L);Pesca;Pescado;;;N;;Morto;;08/11/2022 19:00
1912971;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1912971;1;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1912971;3;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1912971;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1912971;2;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1912972;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1912972;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1912972;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1912972;2;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1912972;1;Unidade;Fauna;Ave;Sofrê;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1912972;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1944597;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1944597;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1944597;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1914189;2;Unidade;Fauna;Réptil;cascavel;;N;;Vivo;;08/11/2022 19:00
1894564;27.02;m³;Flora;Madeira Serrada;Angelim-amargoso;Vataireopsis araroba;S;;Morta;;08/11/2022 19:00
1894564;27.02;m³;Flora;Madeira Serrada;;;N;;Morta;;08/11/2022 19:00
1822986;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1822986;1;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1748722;35;kg (1.000 L);Fauna;;Tucunare-pinema;Cichla temensis;N;;Morto;;08/11/2022 19:00
1793121;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;;N;;Vivo;;08/11/2022 19:00
1793121;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;;N;;Vivo;;08/11/2022 19:00
1793306;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;S;;Vivo;;08/11/2022 19:00
1793133;1;Unidade;Fauna;Ave;Sabiá-barranco;Turdus leucomelas;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Xexéu;Cacicus cela;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Sofrê;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Sabiá-laranjeira;Turdus rufiventris;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Tucano-de-peito-branco;Ramphastos tucanus;N;;Vivo;;08/11/2022 19:00
1801041;1;Unidade;Fauna;Ave;Tucanuçu;Ramphastos toco;S;;Vivo;;08/11/2022 19:00
1831699;2;Unidade;Fauna;Ave;Canário-da-terra;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;coleiro-cabeça-preta-do-peito-amarelo;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1831699;2;Unidade;Fauna;Ave;Sabiá-barranco;Turdus leucomelas;N;;Vivo;;08/11/2022 19:00
1831699;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1974495;2;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1974495;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1974495;1;Unidade;Fauna;Anfíbio;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1846591;50;kg (1.000 L);Pesca;;Pirapitinga;Brycon nattereri;N;;Morto;;08/11/2022 19:00
1846610;3;m³;Flora;;Cupiúba;Loxopterigium  spp.;N;;Morta;;08/11/2022 19:00
1843165;1;Unidade;Fauna;;Tracajá;Podocnemis unifilis;N;;Vivo;;08/11/2022 19:00
1843165;2;Unidade;Fauna;;Jabuti;Erisma lanceolatum;S;;Vivo;;08/11/2022 19:00
1855277;1;Unidade;Fauna;Ave;Papagaio-galego;Amazona xanthops;S;;Vivo;;08/11/2022 19:00
1855277;1;Unidade;Fauna;Ave;Periquitão-maracanã;Aratinga leucophthalmus;S;;Vivo;;08/11/2022 19:00
1846619;51;kg (1.000 L);Pesca;Pescado;Uritinga;Hexanematichthys proops;N;;Morto;;08/11/2022 19:00
1810777;2;Unidade;Fauna;Ave;Pintassilgo-do-nordeste;Carduelis yarellii;N;;Vivo;;08/11/2022 19:00
1810777;1;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1810777;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1810777;1;Unidade;Fauna;Ave;Corrupião;Icterus jamacaii;N;;Vivo;;08/11/2022 19:00
1747782;5448;M³;Flora;Madeira Serrada;;Cordia goeldiana;N;;Morta;Tratar-se de madeiras serradas em vigas e pranchas, em desacordo com a licença obtida.;08/11/2022 19:00
1747782;170010;M³;Flora;Madeira Serrada;Cumaru;Dipteryx spp.;N;;Morta;Madeiras serradas em decking;08/11/2022 19:00
1747782;9098;M³;Flora;Madeira Serrada;Orchid;Cedrela odorata;N;;Morta;Madeiras serradas em vigas e pranchas, em desacordo com a licença obtida;08/11/2022 19:00
1813931;2;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1958827;1;Unidade;Fauna;Mamífero;Veado-catigueiro;Mazama gouazoubira;N;Carne;Morto;;08/11/2022 19:00
1962938;3;Unidade;Fauna;Ave;Golinho;Sporophila albogularis;N;;Vivo;;08/11/2022 19:00
1962938;2;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1962938;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1962938;13;Unidade;Fauna;Ave;Canário-da-terra-verdadeiro;Sicalis flaveola;N;;Vivo;;08/11/2022 19:00
1755416;1;Unidade;Fauna;Ave;Sofrê;;;;Vivo;;08/11/2022 19:00
1831703;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1831703;1;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1831703;2;Unidade;Fauna;Ave;Jandaia;Aratinga solstitialis;N;;Vivo;;08/11/2022 19:00
1749081;3;;Fauna;Réptil;;Tayassu tajacu;S;;Vivo;;08/11/2022 19:00
1739083;2;kg (1.000 L);Fauna;;Paca;Agouti paca;N;Carne;Morto;MATAR 02 (DUAS)PACAS;08/11/2022 19:00
1843710;1;Unidade;Fauna;Ave;Curió;Oryzoborus angolensis;N;;Vivo;;08/11/2022 19:00
1877016;1;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1811237;2;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1856150;2;Unidade;Fauna;Ave;Periquito-da-caatinga;Aratinga cactorum;N;;Vivo;;08/11/2022 19:00
1851208;41.46;m³;Flora;Madeira Serrada;Cupiúba;Goupia glabra;N;;Morta;;08/11/2022 19:00
1809018;5;Unidade;Fauna;;Caboclinho-de-chapéu-cinzento;Sporophila cinnamomea;N;;Vivo;;08/11/2022 19:00
1860440;1;Unidade;Fauna;Ave;Tico-tico;Zonotrichia capensis;N;;Vivo;;08/11/2022 19:00
1960858;5;MDC (255 kg ou 7 sacos carvão);Flora;Carvão;;;N;;Morta;;08/11/2022 19:00
1855842;2;Unidade;Fauna;Ave;Galo-de-campina-da-amazônia;Paroaria gularis;N;;Vivo;;08/11/2022 19:00
1855842;2;Unidade;Fauna;Ave;Sanhaço-cinzento;Thraupis sayaca;N;;Vivo;;08/11/2022 19:00
1855842;3;Unidade;Fauna;Ave;azulão;Cyanocompsa brissonii;N;;Vivo;;08/11/2022 19:00
1855842;1;Unidade;Fauna;Ave;Mariquita;Coereba flaveola;N;;Vivo;;08/11/2022 19:00
1855516;3;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1816383;1;Unidade;Fauna;Ave;Papa-capim;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1816383;1;Unidade;Fauna;Ave;Cravina;Siphoneugena densiflora;N;;Vivo;;08/11/2022 19:00
1816383;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1807137;1;Unidade;Fauna;Ave;Azulão-verdadeiro;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1807137;2;Unidade;Fauna;Ave;Trinca-ferro-verdadeiro;Saltator similis;N;;Vivo;;08/11/2022 19:00
1748742;1;Unidade;Fauna;Réptil;Capitari;Tabebuia barbata;N;;Vivo;;08/11/2022 19:00
1748742;2;Unidade;Fauna;Réptil;Tartaruga-da-amazônia;Podocnemis expansa;N;;Vivo;;08/11/2022 19:00
1813463;1;Unidade;Fauna;Ave;Galo-da-campina;Paroaria dominicana;N;;Vivo;;08/11/2022 19:00
1879155;5;Unidade;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1825259;2;Unidade;Fauna;Réptil;Tartaruga-da-amazônia;Podocnemis expansa;S;;Vivo;;08/11/2022 19:00
1857121;1;Unidade;Fauna;Ave;Coleirinho;Sporophila caerulescens;N;;Vivo;;08/11/2022 19:00
1857121;1;Unidade;Fauna;Ave;Bigodinho;Sporophila lineola;N;;Vivo;;08/11/2022 19:00
1857121;1;Unidade;Fauna;Ave;Tico-tico-rei;Coryphospingus cucullatus;N;;Vivo;;08/11/2022 19:00
1857121;1;Unidade;Fauna;Ave;Azulão;Passerina brissonii;N;;Vivo;;08/11/2022 19:00
1857121;1;Unidade;Fauna;Ave;Bico-de-veludo;Schistochlamys ruficapillus;N;;Vivo;;08/11/2022 19:00
1857121;2;Unidade;Fauna;Ave;Baiano;Sporophila nigricollis;N;;Vivo;;08/11/2022 19:00
1857121;2;Unidade;Fauna;Ave;Bico-de-pimenta;Saltator atricollis;N;;Vivo;;08/11/2022 19:00
1346127;1;;Fauna;Ave;Papagaio-verdadeiro;Amazona aestiva;N;;Vivo;;08/11/2022 19:00
1741187;3;STR (Estéreo);Flora;Lenha;;;;;Morta;;08/11/2022 19:00
1741191;2;Unidade;Fauna;Ave;Bigodinho;;;;Vivo;;08/11/2022 19:00
1741191;4;Unidade;Fauna;Ave;Azulão;;;;Vivo;;08/11/2022 19:00
1741191;3;Unidade;Fauna;Ave;Cardeal;;;;Vivo;;08/11/2022 19:00
